player_name,team_name,player_season_minutes,season_year,season_age,season_team,season_division,season_div_level,season_minutes,current_season_minutes
Theo Walcott,Southampton,,2010,21,Arsenal,Premier League,1,1691,90.0
Theo Walcott,Southampton,,2011,22,Arsenal,Premier League,1,2727,90.0
Theo Walcott,Southampton,,2012,23,Arsenal,Premier League,1,2284,90.0
Theo Walcott,Southampton,,2013,24,Arsenal,Premier League,1,859,90.0
Theo Walcott,Southampton,,2014,25,Arsenal,Premier League,1,447,90.0
Theo Walcott,Southampton,,2015,26,Arsenal,Premier League,1,1373,90.0
Theo Walcott,Southampton,,2016,27,Arsenal,Premier League,1,1916,90.0
Theo Walcott,Southampton,,2017,28,Arsenal,Premier League,1,69,90.0
Theo Walcott,Southampton,,2017,28,Everton,Premier League,1,1152,90.0
Theo Walcott,Southampton,,2018,29,Everton,Premier League,1,2119,90.0
Theo Walcott,Southampton,,2019,30,Everton,Premier League,1,1287,90.0
Theo Walcott,Southampton,,2020,31,Everton,Premier League,1,13,90.0
Theo Walcott,Southampton,,2020,31,Southampton,Premier League,1,1618,90.0
Theo Walcott,Southampton,,2021,32,Southampton,Premier League,1,379,90.0
Theo Walcott,Southampton,,2022,33,Southampton,Premier League,1,113,90.0
Oriol Romeu,Southampton,,2010,18,Barcelona,La Liga,1,10,990.0
Oriol Romeu,Southampton,,2010,18,Barcelona B,Segunda División,2,1419,990.0
Oriol Romeu,Southampton,,2011,19,Chelsea,Premier League,1,955,990.0
Oriol Romeu,Southampton,,2012,20,Chelsea,Premier League,1,236,990.0
Oriol Romeu,Southampton,,2013,21,Valencia,La Liga,1,999,990.0
Oriol Romeu,Southampton,,2014,22,Stuttgart,Bundesliga,1,1822,990.0
Oriol Romeu,Southampton,,2015,23,Southampton,Premier League,1,1612,990.0
Oriol Romeu,Southampton,,2016,24,Southampton,Premier League,1,3071,990.0
Oriol Romeu,Southampton,,2017,25,Southampton,Premier League,1,2897,990.0
Oriol Romeu,Southampton,,2018,26,Southampton,Premier League,1,2136,990.0
Oriol Romeu,Southampton,,2019,27,Southampton,Premier League,1,1860,990.0
Oriol Romeu,Southampton,,2020,28,Southampton,Premier League,1,1763,990.0
Oriol Romeu,Southampton,,2021,29,Southampton,Premier League,1,2889,990.0
Oriol Romeu,Southampton,,2022,30,Southampton,Premier League,1,74,990.0
Oriol Romeu,Southampton,,2022,30,Girona,La Liga,1,990,990.0
Yan Valery,Southampton,,2018,19,Southampton,Premier League,1,1712,667.0
Yan Valery,Southampton,,2019,20,Southampton,Premier League,1,779,667.0
Yan Valery,Southampton,,2020,21,Birmingham City,Championship,2,236,667.0
Yan Valery,Southampton,,2020,21,Southampton,Premier League,1,103,667.0
Yan Valery,Southampton,,2021,22,Southampton,Premier League,1,370,667.0
Yan Valery,Southampton,,2022,23,Southampton,Premier League,1,45,667.0
Yan Valery,Southampton,,2022,23,Angers,Ligue 1,1,667,667.0
Samuel Edozie,Southampton,,2021,18,Manchester City,Premier League,1,0,38.0
Samuel Edozie,Southampton,,2022,19,Southampton,Premier League,1,159,38.0
Jack Stephens,Southampton,,2010,16,Plymouth Argyle,League One,3,181,93.0
Jack Stephens,Southampton,,2013,19,Swindon Town,League One,3,900,93.0
Jack Stephens,Southampton,,2014,20,Swindon Town,League One,3,3284,93.0
Jack Stephens,Southampton,,2014,20,Southampton,Premier League,1,0,93.0
Jack Stephens,Southampton,,2015,21,Middlesbrough,Championship,2,12,93.0
Jack Stephens,Southampton,,2015,21,Coventry City,League One,3,1440,93.0
Jack Stephens,Southampton,,2016,22,Southampton,Premier League,1,1471,93.0
Jack Stephens,Southampton,,2017,23,Southampton,Premier League,1,1980,93.0
Jack Stephens,Southampton,,2018,24,Southampton,Premier League,1,1700,93.0
Jack Stephens,Southampton,,2019,25,Southampton,Premier League,1,2451,93.0
Jack Stephens,Southampton,,2020,26,Southampton,Premier League,1,1537,93.0
Jack Stephens,Southampton,,2021,27,Southampton,Premier League,1,811,93.0
Jack Stephens,Southampton,,2022,28,Southampton,Premier League,1,46,93.0
Jack Stephens,Southampton,,2022,28,Bournemouth,Premier League,1,93,93.0
Nathan Redmond,Southampton,,2011,17,Birmingham City,Championship,2,770,384.0
Nathan Redmond,Southampton,,2012,18,Birmingham City,Championship,2,2232,384.0
Nathan Redmond,Southampton,,2013,19,Norwich City,Premier League,1,2158,384.0
Nathan Redmond,Southampton,,2014,20,Norwich City,Championship,2,2971,384.0
Nathan Redmond,Southampton,,2015,21,Norwich City,Premier League,1,2341,384.0
Nathan Redmond,Southampton,,2016,22,Southampton,Premier League,1,2899,384.0
Nathan Redmond,Southampton,,2017,23,Southampton,Premier League,1,1945,384.0
Nathan Redmond,Southampton,,2018,24,Southampton,Premier League,1,3270,384.0
Nathan Redmond,Southampton,,2019,25,Southampton,Premier League,1,2762,384.0
Nathan Redmond,Southampton,,2020,26,Southampton,Premier League,1,1738,384.0
Nathan Redmond,Southampton,,2021,27,Southampton,Premier League,1,1833,384.0
Nathan Redmond,Southampton,,2022,28,Southampton,Premier League,1,1,384.0
Nathan Redmond,Southampton,,2022,28,Beşiktaş,Süper Lig,1,384,384.0
Ryan Finnigan,Southampton,,2020,16,Southampton,Premier League,1,0,0.0
Ryan Finnigan,Southampton,,2022,18,Southampton,Premier League,1,0,0.0
Alex McCarthy,Southampton,,2007,17,Woking,Conf Premier,5,90,90.0
Alex McCarthy,Southampton,,2007,17,Cambridge Utd,Conf Premier,5,90,90.0
Alex McCarthy,Southampton,,2008,18,Aldershot Town,League Two,4,315,90.0
Alex McCarthy,Southampton,,2009,19,Yeovil Town,League One,3,3890,90.0
Alex McCarthy,Southampton,,2010,20,Reading,Championship,2,1087,90.0
Alex McCarthy,Southampton,,2010,20,Brentford,League One,3,270,90.0
Alex McCarthy,Southampton,,2011,21,Leeds United,Championship,2,540,90.0
Alex McCarthy,Southampton,,2011,21,Ipswich Town,Championship,2,881,90.0
Alex McCarthy,Southampton,,2012,22,Reading,Premier League,1,1170,90.0
Alex McCarthy,Southampton,,2013,23,Reading,Championship,2,3960,90.0
Alex McCarthy,Southampton,,2014,24,Reading,Championship,2,0,90.0
Alex McCarthy,Southampton,,2014,24,QPR,Premier League,1,237,90.0
Alex McCarthy,Southampton,,2015,25,Crystal Palace,Premier League,1,630,90.0
Alex McCarthy,Southampton,,2016,26,Southampton,Premier League,1,0,90.0
Alex McCarthy,Southampton,,2017,27,Southampton,Premier League,1,1620,90.0
Alex McCarthy,Southampton,,2018,28,Southampton,Premier League,1,2250,90.0
Alex McCarthy,Southampton,,2019,29,Southampton,Premier League,1,2520,90.0
Alex McCarthy,Southampton,,2020,30,Southampton,Premier League,1,2700,90.0
Alex McCarthy,Southampton,,2021,31,Southampton,Premier League,1,1530,90.0
Alex McCarthy,Southampton,,2022,32,Southampton,Premier League,1,0,90.0
Lewis Payne,Southampton,,2022,18,Southampton,Premier League,1,0,0.0
Hugo Lloris,Tottenham,,2005,18,Nice,Ligue 1,1,450,1350.0
Hugo Lloris,Tottenham,,2006,19,Nice,Ligue 1,1,3330,1350.0
Hugo Lloris,Tottenham,,2007,20,Nice,Ligue 1,1,2637,1350.0
Hugo Lloris,Tottenham,,2008,21,Lyon,Ligue 1,1,3150,1350.0
Hugo Lloris,Tottenham,,2009,22,Lyon,Ligue 1,1,3240,1350.0
Hugo Lloris,Tottenham,,2010,23,Lyon,Ligue 1,1,3330,1350.0
Hugo Lloris,Tottenham,,2011,24,Lyon,Ligue 1,1,3194,1350.0
Hugo Lloris,Tottenham,,2012,25,Lyon,Ligue 1,1,180,1350.0
Hugo Lloris,Tottenham,,2012,25,Tottenham,Premier League,1,2430,1350.0
Hugo Lloris,Tottenham,,2013,26,Tottenham,Premier League,1,3330,1350.0
Hugo Lloris,Tottenham,,2014,27,Tottenham,Premier League,1,3063,1350.0
Hugo Lloris,Tottenham,,2015,28,Tottenham,Premier League,1,3330,1350.0
Hugo Lloris,Tottenham,,2016,29,Tottenham,Premier League,1,3004,1350.0
Hugo Lloris,Tottenham,,2017,30,Tottenham,Premier League,1,3240,1350.0
Hugo Lloris,Tottenham,,2018,31,Tottenham,Premier League,1,2970,1350.0
Hugo Lloris,Tottenham,,2019,32,Tottenham,Premier League,1,1807,1350.0
Hugo Lloris,Tottenham,,2020,33,Tottenham,Premier League,1,3420,1350.0
Hugo Lloris,Tottenham,,2021,34,Tottenham,Premier League,1,3420,1350.0
Hugo Lloris,Tottenham,,2022,35,Tottenham,Premier League,1,1350,1350.0
Harry Kane,Tottenham,,2010,17,Leyton Orient,League One,3,902,1335.0
Harry Kane,Tottenham,,2011,18,Millwall,Championship,2,1608,1335.0
Harry Kane,Tottenham,,2012,19,Norwich City,Premier League,1,135,1335.0
Harry Kane,Tottenham,,2012,19,Leicester City,Championship,2,534,1335.0
Harry Kane,Tottenham,,2012,19,Tottenham,Premier League,1,6,1335.0
Harry Kane,Tottenham,,2013,20,Tottenham,Premier League,1,499,1335.0
Harry Kane,Tottenham,,2014,21,Tottenham,Premier League,1,2581,1335.0
Harry Kane,Tottenham,,2015,22,Tottenham,Premier League,1,3361,1335.0
Harry Kane,Tottenham,,2016,23,Tottenham,Premier League,1,2521,1335.0
Harry Kane,Tottenham,,2017,24,Tottenham,Premier League,1,3076,1335.0
Harry Kane,Tottenham,,2018,25,Tottenham,Premier League,1,2424,1335.0
Harry Kane,Tottenham,,2019,26,Tottenham,Premier League,1,2587,1335.0
Harry Kane,Tottenham,,2020,27,Tottenham,Premier League,1,3082,1335.0
Harry Kane,Tottenham,,2021,28,Tottenham,Premier League,1,3232,1335.0
Harry Kane,Tottenham,,2022,29,Tottenham,Premier League,1,1335,1335.0
Eric Dier,Tottenham,,2012,18,Sporting CP,Primeira Liga,1,1069,1285.0
Eric Dier,Tottenham,,2013,19,Sporting CP,Primeira Liga,1,817,1285.0
Eric Dier,Tottenham,,2014,20,Tottenham,Premier League,1,2293,1285.0
Eric Dier,Tottenham,,2015,21,Tottenham,Premier League,1,3263,1285.0
Eric Dier,Tottenham,,2016,22,Tottenham,Premier League,1,3043,1285.0
Eric Dier,Tottenham,,2017,23,Tottenham,Premier League,1,2824,1285.0
Eric Dier,Tottenham,,2018,24,Tottenham,Premier League,1,1506,1285.0
Eric Dier,Tottenham,,2019,25,Tottenham,Premier League,1,1344,1285.0
Eric Dier,Tottenham,,2020,26,Tottenham,Premier League,1,2520,1285.0
Eric Dier,Tottenham,,2021,27,Tottenham,Premier League,1,3071,1285.0
Eric Dier,Tottenham,,2022,28,Tottenham,Premier League,1,1285,1285.0
Pierre Højbjerg,Tottenham,,2012,16,Bayern Munich,Bundesliga,1,21,1244.0
Pierre Højbjerg,Tottenham,,2013,17,Bayern Munich,Bundesliga,1,285,1244.0
Pierre Højbjerg,Tottenham,,2014,18,Augsburg,Bundesliga,1,1007,1244.0
Pierre Højbjerg,Tottenham,,2014,18,Bayern Munich,Bundesliga,1,287,1244.0
Pierre Højbjerg,Tottenham,,2015,19,Bayern Munich,Bundesliga,1,0,1244.0
Pierre Højbjerg,Tottenham,,2015,19,Schalke 04,Bundesliga,1,1279,1244.0
Pierre Højbjerg,Tottenham,,2016,20,Southampton,Premier League,1,1301,1244.0
Pierre Højbjerg,Tottenham,,2017,21,Southampton,Premier League,1,1670,1244.0
Pierre Højbjerg,Tottenham,,2018,22,Southampton,Premier League,1,2760,1244.0
Pierre Højbjerg,Tottenham,,2019,23,Southampton,Premier League,1,2752,1244.0
Pierre Højbjerg,Tottenham,,2020,24,Tottenham,Premier League,1,3420,1244.0
Pierre Højbjerg,Tottenham,,2021,25,Tottenham,Premier League,1,3196,1244.0
Pierre Højbjerg,Tottenham,,2022,26,Tottenham,Premier League,1,1244,1244.0
Rodrigo Bentancur,Tottenham,,2015,17,Boca Juniors,Primera Div,1,923,1182.0
Rodrigo Bentancur,Tottenham,,2016,18,Boca Juniors,Primera Div,1,678,1182.0
Rodrigo Bentancur,Tottenham,,2016,19,Boca Juniors,Primera Div,1,1837,1182.0
Rodrigo Bentancur,Tottenham,,2017,20,Juventus,Serie A,1,581,1182.0
Rodrigo Bentancur,Tottenham,,2018,21,Juventus,Serie A,1,2003,1182.0
Rodrigo Bentancur,Tottenham,,2019,22,Juventus,Serie A,1,2196,1182.0
Rodrigo Bentancur,Tottenham,,2020,23,Juventus,Serie A,1,2324,1182.0
Rodrigo Bentancur,Tottenham,,2021,24,Juventus,Serie A,1,1155,1182.0
Rodrigo Bentancur,Tottenham,,2021,24,Tottenham,Premier League,1,1361,1182.0
Rodrigo Bentancur,Tottenham,,2022,25,Tottenham,Premier League,1,1182,1182.0
Son Heung-min,Tottenham,,2010,18,Hamburger SV,Bundesliga,1,720,1030.0
Son Heung-min,Tottenham,,2011,19,Hamburger SV,Bundesliga,1,1223,1030.0
Son Heung-min,Tottenham,,2012,20,Hamburger SV,Bundesliga,1,2689,1030.0
Son Heung-min,Tottenham,,2013,21,Leverkusen,Bundesliga,1,2367,1030.0
Son Heung-min,Tottenham,,2014,22,Leverkusen,Bundesliga,1,2280,1030.0
Son Heung-min,Tottenham,,2015,23,Leverkusen,Bundesliga,1,63,1030.0
Son Heung-min,Tottenham,,2015,23,Tottenham,Premier League,1,1107,1030.0
Son Heung-min,Tottenham,,2016,24,Tottenham,Premier League,1,2062,1030.0
Son Heung-min,Tottenham,,2017,25,Tottenham,Premier League,1,2317,1030.0
Son Heung-min,Tottenham,,2018,26,Tottenham,Premier League,1,2039,1030.0
Son Heung-min,Tottenham,,2019,27,Tottenham,Premier League,1,2476,1030.0
Son Heung-min,Tottenham,,2020,28,Tottenham,Premier League,1,3114,1030.0
Son Heung-min,Tottenham,,2021,29,Tottenham,Premier League,1,3006,1030.0
Son Heung-min,Tottenham,,2022,30,Tottenham,Premier League,1,1030,1030.0
Ben Davies,Tottenham,,2012,19,Swansea City,Premier League,1,3052,995.0
Ben Davies,Tottenham,,2013,20,Swansea City,Premier League,1,2874,995.0
Ben Davies,Tottenham,,2014,21,Tottenham,Premier League,1,895,995.0
Ben Davies,Tottenham,,2015,22,Tottenham,Premier League,1,1291,995.0
Ben Davies,Tottenham,,2016,23,Tottenham,Premier League,1,1739,995.0
Ben Davies,Tottenham,,2017,24,Tottenham,Premier League,1,2324,995.0
Ben Davies,Tottenham,,2018,25,Tottenham,Premier League,1,1844,995.0
Ben Davies,Tottenham,,2019,26,Tottenham,Premier League,1,1431,995.0
Ben Davies,Tottenham,,2020,27,Tottenham,Premier League,1,1346,995.0
Ben Davies,Tottenham,,2021,28,Tottenham,Premier League,1,2538,995.0
Ben Davies,Tottenham,,2022,29,Tottenham,Premier League,1,995,995.0
Emerson,Tottenham,,2016,17,Ponte Preta,Série A,1,0,899.0
Emerson,Tottenham,,2017,18,Ponte Preta,Série A,1,135,899.0
Emerson,Tottenham,,2018,19,Atlético Mineiro,Série A,1,2029,899.0
Emerson,Tottenham,,2018,19,Betis,La Liga,1,317,899.0
Emerson,Tottenham,,2019,20,Betis,La Liga,1,2839,899.0
Emerson,Tottenham,,2020,21,Betis,La Liga,1,2991,899.0
Emerson,Tottenham,,2021,22,Barcelona,La Liga,1,91,899.0
Emerson,Tottenham,,2021,22,Tottenham,Premier League,1,2286,899.0
Emerson,Tottenham,,2022,23,Tottenham,Premier League,1,899,899.0
Ivan Perišić,Tottenham,,2008,19,Roeselare,First Division,1,1421,833.0
Ivan Perišić,Tottenham,,2009,20,Club Brugge,Pro League,1,2635,833.0
Ivan Perišić,Tottenham,,2010,21,Club Brugge,Pro League,1,3027,833.0
Ivan Perišić,Tottenham,,2011,22,Dortmund,Bundesliga,1,974,833.0
Ivan Perišić,Tottenham,,2012,23,Dortmund,Bundesliga,1,511,833.0
Ivan Perišić,Tottenham,,2012,23,Wolfsburg,Bundesliga,1,542,833.0
Ivan Perišić,Tottenham,,2013,24,Wolfsburg,Bundesliga,1,2193,833.0
Ivan Perišić,Tottenham,,2014,25,Wolfsburg,Bundesliga,1,1719,833.0
Ivan Perišić,Tottenham,,2015,26,Wolfsburg,Bundesliga,1,163,833.0
Ivan Perišić,Tottenham,,2015,26,Inter,Serie A,1,2408,833.0
Ivan Perišić,Tottenham,,2016,27,Inter,Serie A,1,2750,833.0
Ivan Perišić,Tottenham,,2017,28,Inter,Serie A,1,3313,833.0
Ivan Perišić,Tottenham,,2018,29,Inter,Serie A,1,2701,833.0
Ivan Perišić,Tottenham,,2019,30,Bayern Munich,Bundesliga,1,1206,833.0
Ivan Perišić,Tottenham,,2020,31,Inter,Serie A,1,1795,833.0
Ivan Perišić,Tottenham,,2021,32,Inter,Serie A,1,2821,833.0
Ivan Perišić,Tottenham,,2022,33,Tottenham,Premier League,1,833,833.0
Ryan Sessegnon,Tottenham,,2016,16,Fulham,Championship,2,1594,662.0
Ryan Sessegnon,Tottenham,,2017,17,Fulham,Championship,2,4036,662.0
Ryan Sessegnon,Tottenham,,2018,18,Fulham,Premier League,1,2300,662.0
Ryan Sessegnon,Tottenham,,2019,19,Tottenham,Premier League,1,342,662.0
Ryan Sessegnon,Tottenham,,2020,20,Hoffenheim,Bundesliga,1,1574,662.0
Ryan Sessegnon,Tottenham,,2021,21,Tottenham,Premier League,1,1047,662.0
Ryan Sessegnon,Tottenham,,2022,22,Tottenham,Premier League,1,662,662.0
Cristian Romero,Tottenham,,2016,18,Belgrano,Primera Div,1,1004,658.0
Cristian Romero,Tottenham,,2017,19,Belgrano,Primera Div,1,270,658.0
Cristian Romero,Tottenham,,2018,20,Genoa,Serie A,1,2336,658.0
Cristian Romero,Tottenham,,2019,21,Genoa,Serie A,1,2577,658.0
Cristian Romero,Tottenham,,2020,22,Atalanta,Serie A,1,2545,658.0
Cristian Romero,Tottenham,,2021,23,Tottenham,Premier League,1,1844,658.0
Cristian Romero,Tottenham,,2022,24,Tottenham,Premier League,1,658,658.0
Dejan Kulusevski,Tottenham,,2017,17,Atalanta,Serie A,1,0,611.0
Dejan Kulusevski,Tottenham,,2018,18,Atalanta,Serie A,1,105,611.0
Dejan Kulusevski,Tottenham,,2019,19,Parma,Serie A,1,2930,611.0
Dejan Kulusevski,Tottenham,,2020,20,Juventus,Serie A,1,1923,611.0
Dejan Kulusevski,Tottenham,,2021,21,Juventus,Serie A,1,772,611.0
Dejan Kulusevski,Tottenham,,2021,21,Tottenham,Premier League,1,1261,611.0
Dejan Kulusevski,Tottenham,,2022,22,Tottenham,Premier League,1,611,611.0
Clément Lenglet,Tottenham,,2013,18,Nancy,Ligue 2,2,24,571.0
Clément Lenglet,Tottenham,,2014,19,Nancy,Ligue 2,2,1775,571.0
Clément Lenglet,Tottenham,,2015,20,Nancy,Ligue 2,2,2975,571.0
Clément Lenglet,Tottenham,,2016,21,Nancy,Ligue 1,1,1620,571.0
Clément Lenglet,Tottenham,,2016,21,Sevilla,La Liga,1,1358,571.0
Clément Lenglet,Tottenham,,2017,22,Sevilla,La Liga,1,3001,571.0
Clément Lenglet,Tottenham,,2018,23,Barcelona,La Liga,1,1933,571.0
Clément Lenglet,Tottenham,,2019,24,Barcelona,La Liga,1,2424,571.0
Clément Lenglet,Tottenham,,2020,25,Barcelona,La Liga,1,2475,571.0
Clément Lenglet,Tottenham,,2021,26,Barcelona,La Liga,1,826,571.0
Clément Lenglet,Tottenham,,2022,27,Tottenham,Premier League,1,571,571.0
Yves Bissouma,Tottenham,,2016,19,Lille,Ligue 1,1,766,606.0
Yves Bissouma,Tottenham,,2017,20,Lille,Ligue 1,1,1561,606.0
Yves Bissouma,Tottenham,,2018,21,Brighton,Premier League,1,1774,606.0
Yves Bissouma,Tottenham,,2019,22,Brighton,Premier League,1,1259,606.0
Yves Bissouma,Tottenham,,2020,23,Brighton,Premier League,1,3111,606.0
Yves Bissouma,Tottenham,,2021,24,Brighton,Premier League,1,2111,606.0
Yves Bissouma,Tottenham,,2022,25,Tottenham,Premier League,1,606,606.0
Davinson Sánchez,Tottenham,,2015,18,Nacional,Primera A,1,227,531.0
Davinson Sánchez,Tottenham,,2016,19,Nacional,Primera A,1,900,531.0
Davinson Sánchez,Tottenham,,2016,20,Ajax,Eredivisie,1,2760,531.0
Davinson Sánchez,Tottenham,,2016,20,Jong Ajax,Eerste Divisie,2,90,531.0
Davinson Sánchez,Tottenham,,2017,21,Tottenham,Premier League,1,2534,531.0
Davinson Sánchez,Tottenham,,2018,22,Tottenham,Premier League,1,1942,531.0
Davinson Sánchez,Tottenham,,2019,23,Tottenham,Premier League,1,2431,531.0
Davinson Sánchez,Tottenham,,2020,24,Tottenham,Premier League,1,1486,531.0
Davinson Sánchez,Tottenham,,2021,25,Tottenham,Premier League,1,1631,531.0
Davinson Sánchez,Tottenham,,2022,26,Tottenham,Premier League,1,531,531.0
Richarlison,Tottenham,,2016,18,Fluminense,Série A,1,1505,439.0
Richarlison,Tottenham,,2017,19,Fluminense,Série A,1,1227,439.0
Richarlison,Tottenham,,2017,20,Watford,Premier League,1,2823,439.0
Richarlison,Tottenham,,2018,21,Everton,Premier League,1,2665,439.0
Richarlison,Tottenham,,2019,22,Everton,Premier League,1,3070,439.0
Richarlison,Tottenham,,2020,23,Everton,Premier League,1,2861,439.0
Richarlison,Tottenham,,2021,24,Everton,Premier League,1,2523,439.0
Richarlison,Tottenham,,2022,25,Tottenham,Premier League,1,439,439.0
Matt Doherty,Tottenham,,2011,19,Hibernian,Premier League,1,1026,351.0
Matt Doherty,Tottenham,,2011,19,Wolves,Premier League,1,45,351.0
Matt Doherty,Tottenham,,2012,20,Bury,League One,3,1530,351.0
Matt Doherty,Tottenham,,2012,20,Wolves,Championship,2,1128,351.0
Matt Doherty,Tottenham,,2013,21,Wolves,League One,3,1329,351.0
Matt Doherty,Tottenham,,2014,22,Wolves,Championship,2,2424,351.0
Matt Doherty,Tottenham,,2015,23,Wolves,Championship,2,2554,351.0
Matt Doherty,Tottenham,,2016,24,Wolves,Championship,2,3606,351.0
Matt Doherty,Tottenham,,2017,25,Wolves,Championship,2,3986,351.0
Matt Doherty,Tottenham,,2018,26,Wolves,Premier League,1,3144,351.0
Matt Doherty,Tottenham,,2019,27,Wolves,Premier League,1,2839,351.0
Matt Doherty,Tottenham,,2020,28,Tottenham,Premier League,1,1240,351.0
Matt Doherty,Tottenham,,2021,29,Tottenham,Premier League,1,875,351.0
Matt Doherty,Tottenham,,2022,30,Tottenham,Premier League,1,351,351.0
Oliver Skipp,Tottenham,,2018,17,Tottenham,Premier League,1,220,130.0
Oliver Skipp,Tottenham,,2019,18,Tottenham,Premier League,1,77,130.0
Oliver Skipp,Tottenham,,2020,19,Norwich City,Championship,2,3855,130.0
Oliver Skipp,Tottenham,,2021,20,Tottenham,Premier League,1,1350,130.0
Oliver Skipp,Tottenham,,2022,21,Tottenham,Premier League,1,130,130.0
Lucas Moura,Tottenham,,2012,19,Paris S-G,Ligue 1,1,730,98.0
Lucas Moura,Tottenham,,2013,20,Paris S-G,Ligue 1,1,1937,98.0
Lucas Moura,Tottenham,,2014,21,Paris S-G,Ligue 1,1,1891,98.0
Lucas Moura,Tottenham,,2015,22,Paris S-G,Ligue 1,1,2323,98.0
Lucas Moura,Tottenham,,2016,23,Paris S-G,Ligue 1,1,2421,98.0
Lucas Moura,Tottenham,,2017,24,Paris S-G,Ligue 1,1,76,98.0
Lucas Moura,Tottenham,,2017,24,Tottenham,Premier League,1,210,98.0
Lucas Moura,Tottenham,,2018,25,Tottenham,Premier League,1,2121,98.0
Lucas Moura,Tottenham,,2019,26,Tottenham,Premier League,1,2242,98.0
Lucas Moura,Tottenham,,2020,27,Tottenham,Premier League,1,1411,98.0
Lucas Moura,Tottenham,,2021,28,Tottenham,Premier League,1,1775,98.0
Lucas Moura,Tottenham,,2022,29,Tottenham,Premier League,1,98,98.0
Bryan,Tottenham,,2018,17,Sevilla,La Liga,1,167,7.0
Bryan,Tottenham,,2019,18,Leganés,La Liga,1,558,7.0
Bryan,Tottenham,,2019,18,Sevilla,La Liga,1,65,7.0
Bryan,Tottenham,,2020,19,Sevilla,La Liga,1,13,7.0
Bryan,Tottenham,,2020,19,Eibar,La Liga,1,2265,7.0
Bryan,Tottenham,,2021,20,Valencia,La Liga,1,753,7.0
Bryan,Tottenham,,2021,20,Tottenham,Premier League,1,94,7.0
Bryan,Tottenham,,2022,21,Tottenham,Premier League,1,7,7.0
Djed Spence,Tottenham,,2018,17,Middlesbrough,Championship,2,0,4.0
Djed Spence,Tottenham,,2019,18,Middlesbrough,Championship,2,1535,4.0
Djed Spence,Tottenham,,2020,19,Middlesbrough,Championship,2,2091,4.0
Djed Spence,Tottenham,,2021,20,Middlesbrough,Championship,2,211,4.0
Djed Spence,Tottenham,,2021,20,Nott'ham Forest,Championship,2,3410,4.0
Djed Spence,Tottenham,,2022,21,Tottenham,Premier League,1,4,4.0
Fraser Forster,Tottenham,,2008,20,Stockport,League One,3,540,0.0
Fraser Forster,Tottenham,,2009,21,Norwich City,League One,3,3281,0.0
Fraser Forster,Tottenham,,2009,21,Bristol Rovers,League One,3,360,0.0
Fraser Forster,Tottenham,,2010,22,Celtic,Premier League,1,3240,0.0
Fraser Forster,Tottenham,,2011,23,Celtic,Premier League,1,2970,0.0
Fraser Forster,Tottenham,,2012,24,Celtic,Premier League,1,3060,0.0
Fraser Forster,Tottenham,,2013,25,Celtic,Premiership,1,3330,0.0
Fraser Forster,Tottenham,,2014,26,Southampton,Premier League,1,2623,0.0
Fraser Forster,Tottenham,,2015,27,Southampton,Premier League,1,1620,0.0
Fraser Forster,Tottenham,,2016,28,Southampton,Premier League,1,3420,0.0
Fraser Forster,Tottenham,,2017,29,Southampton,Premier League,1,1800,0.0
Fraser Forster,Tottenham,,2018,30,Southampton,Premier League,1,90,0.0
Fraser Forster,Tottenham,,2019,31,Celtic,Premiership,1,2520,0.0
Fraser Forster,Tottenham,,2019,31,Southampton,Premier League,1,0,0.0
Fraser Forster,Tottenham,,2020,32,Southampton,Premier League,1,720,0.0
Fraser Forster,Tottenham,,2021,33,Southampton,Premier League,1,1710,0.0
Fraser Forster,Tottenham,,2022,34,Tottenham,Premier League,1,0,0.0
Pape Matar Sarr,Tottenham,,2020,17,Metz,Ligue 1,1,1594,110.0
Pape Matar Sarr,Tottenham,,2021,18,Metz,Ligue 1,1,2129,110.0
Pape Matar Sarr,Tottenham,,2022,19,Tottenham,Premier League,1,0,110.0
Japhet Tanganga,Tottenham,,2019,20,Tottenham,Premier League,1,525,0.0
Japhet Tanganga,Tottenham,,2020,21,Tottenham,Premier League,1,487,0.0
Japhet Tanganga,Tottenham,,2021,22,Tottenham,Premier League,1,735,0.0
Japhet Tanganga,Tottenham,,2022,23,Tottenham,Premier League,1,0,0.0
Harvey White,Tottenham,,2019,17,Tottenham,Premier League,1,0,623.0
Harvey White,Tottenham,,2020,18,Portsmouth,League One,3,696,623.0
Harvey White,Tottenham,,2021,19,Tottenham,Premier League,1,0,623.0
Harvey White,Tottenham,,2022,20,Tottenham,Premier League,1,0,623.0
Declan Rice,West Ham,,2016,17,West Ham,Premier League,1,1,1350.0
Declan Rice,West Ham,,2017,18,West Ham,Premier League,1,1430,1350.0
Declan Rice,West Ham,,2018,19,West Ham,Premier League,1,3003,1350.0
Declan Rice,West Ham,,2019,20,West Ham,Premier League,1,3420,1350.0
Declan Rice,West Ham,,2020,21,West Ham,Premier League,1,2879,1350.0
Declan Rice,West Ham,,2021,22,West Ham,Premier League,1,3179,1350.0
Declan Rice,West Ham,,2022,23,West Ham,Premier League,1,1350,1350.0
Jarrod Bowen,West Ham,,2013,16,Hereford United,Conf Premier,5,617,1340.0
Jarrod Bowen,West Ham,,2016,19,Hull City,Premier League,1,181,1340.0
Jarrod Bowen,West Ham,,2017,20,Hull City,Championship,2,3280,1340.0
Jarrod Bowen,West Ham,,2018,21,Hull City,Championship,2,3944,1340.0
